user_id,age,sex,weight_kg,height_cm,bmi,activity_level,bmr_kcal,tdee_kcal,diet_type,region,health_condition,food_allergy,vegetable_preference,budget_tier
USR0904,59,Male,52.9,176.2,17.0,Moderate,1340,2077,Non-Vegetarian,Hills,Anaemia,Gluten,No leafy,3
USR0905,60,Male,52.6,174.7,17.2,Heavy,1323,2282,Vegetarian,Mountain,Lactose Intolerance,None,Likes all,3
USR0906,46,Male,52.4,152.2,22.6,Moderate,1250,1938,Vegetarian,Terai,Obesity,None,No leafy,2
USR0907,57,Male,60.7,177.8,19.2,Heavy,1438,2481,Non-Vegetarian,Hills,Celiac,None,Likes all,1
USR0908,58,Male,56.3,152.0,24.4,Heavy,1228,2118,Non-Vegetarian,Hills,None,None,Likes all,2
USR0909,7,Female,51.5,159.7,20.2,Sedentary,1317,1580,Non-Vegetarian,Hills,Anaemia,Fish,No bitter,2
USR0910,71,Female,62.0,153.0,26.5,Moderate,1060,1643,Non-Vegetarian,Hills,Hypertension,None,Prefers cooked,3
USR0911,53,Female,51.1,164.0,19.0,Heavy,1110,1915,Non-Vegetarian,Mountain,None,None,Likes all,1
USR0912,57,Male,75.2,173.1,25.1,Sedentary,1554,1865,Non-Vegetarian,Mountain,Lactose Intolerance,None,No bitter,2
USR0913,33,Male,64.1,155.0,26.7,Sedentary,1450,1740,Non-Vegetarian,Hills,None,Nuts,No leafy,2
USR0914,5,Female,68.6,149.5,30.7,Moderate,1434,2223,Non-Vegetarian,Hills,Diabetes,Fish,Prefers cooked,1
USR0915,9,Female,59.2,154.4,24.8,Moderate,1351,2094,Vegan,Mountain,Hypertension,Nuts,Prefers cooked,3
USR0916,35,Female,45.6,151.6,19.8,Heavy,1068,1842,Vegetarian,Mountain,Anaemia,None,No leafy,1
USR0917,45,Female,44.4,153.2,18.9,Sedentary,1016,1219,Non-Vegetarian,Mountain,None,Fish,No bitter,3
USR0918,46,Male,63.3,168.4,22.3,Heavy,1460,2518,Vegetarian,Mountain,None,None,Likes all,3
USR0919,8,Female,53.8,150.3,23.8,Heavy,1276,2201,Non-Vegetarian,Terai,None,None,No bitter,1
USR0920,53,Male,63.9,153.4,27.2,Moderate,1338,2074,Vegetarian,Terai,Celiac,None,Likes all,1
USR0921,20,Female,59.7,157.6,24.0,Moderate,1321,2048,Vegetarian,Terai,Obesity,Nuts,Prefers cooked,2
USR0922,67,Male,64.9,157.1,26.3,Heavy,1301,2244,Vegetarian,Terai,Celiac,Fish,No leafy,2
USR0923,25,Female,54.5,154.9,22.7,Moderate,1227,1902,Vegan,Mountain,None,None,No bitter,2
USR0924,74,Female,64.9,154.3,27.3,Moderate,1082,1677,Vegetarian,Terai,Lactose Intolerance,None,Likes all,3
USR0925,32,Male,65.3,162.1,24.9,Moderate,1511,2342,Vegetarian,Hills,None,None,Likes all,1
USR0926,40,Female,31.9,156.0,13.1,Moderate,933,1446,Vegan,Hills,Obesity,Gluten,No leafy,3
USR0927,29,Female,54.0,158.6,21.5,Moderate,1225,1899,Non-Vegetarian,Terai,Lactose Intolerance,Milk,Prefers cooked,1
USR0928,60,Female,61.0,149.1,27.4,Moderate,1081,1676,Non-Vegetarian,Mountain,None,Fish,No leafy,1
USR0929,52,Female,67.3,146.3,31.4,Heavy,1166,2011,Non-Vegetarian,Terai,Underweight,Milk,No leafy,2
USR0930,55,Female,59.6,154.8,24.9,Moderate,1128,1748,Non-Vegetarian,Terai,Hypertension,None,Likes all,1
USR0931,52,Female,58.8,158.8,23.3,Sedentary,1160,1392,Non-Vegetarian,Terai,Hypertension,None,No leafy,3
USR0932,34,Female,45.8,151.4,20.0,Moderate,1073,1663,Vegan,Terai,None,Milk,Likes all,3
USR0933,60,Female,50.7,159.6,19.9,Moderate,1044,1618,Vegetarian,Hills,Obesity,None,No bitter,2
USR0934,20,Male,49.0,168.2,17.3,Heavy,1446,2494,Non-Vegetarian,Mountain,None,Milk,Likes all,3
USR0935,64,Male,57.9,180.0,17.9,Heavy,1389,2396,Vegetarian,Mountain,Underweight,None,No bitter,1
USR0936,65,Male,76.9,173.1,25.7,Moderate,1531,2373,Non-Vegetarian,Hills,Hypertension,Fish,Likes all,3
USR0937,68,Female,47.2,149.5,21.1,Heavy,905,1561,Non-Vegetarian,Terai,Hypertension,None,Likes all,1
USR0938,6,Male,82.4,184.4,24.2,Heavy,1952,3367,Non-Vegetarian,Terai,None,None,No bitter,3
USR0939,11,Male,60.9,179.0,19.0,Sedentary,1678,2014,Vegetarian,Hills,None,Milk,No bitter,3
USR0940,39,Female,47.5,138.9,24.6,Heavy,987,1703,Vegetarian,Terai,Hypertension,None,No leafy,2
USR0941,71,Male,49.1,163.2,18.4,Heavy,1161,2003,Non-Vegetarian,Hills,Obesity,None,Likes all,2
USR0942,15,Female,43.7,164.6,16.1,Moderate,1230,1906,Non-Vegetarian,Terai,None,Gluten,Likes all,1
USR0943,32,Male,52.3,166.6,18.8,Heavy,1409,2431,Vegetarian,Hills,None,Nuts,No bitter,2
USR0944,69,Male,66.2,167.6,23.6,Moderate,1370,2124,Non-Vegetarian,Hills,Lactose Intolerance,None,No leafy,1
USR0945,40,Male,48.5,170.7,16.6,Sedentary,1357,1628,Non-Vegetarian,Hills,None,None,Prefers cooked,1
USR0946,28,Female,52.9,161.9,20.2,Heavy,1240,2139,Non-Vegetarian,Hills,None,None,No bitter,2
USR0947,24,Male,53.5,170.1,18.5,Moderate,1483,2299,Vegetarian,Hills,Diabetes,Nuts,Likes all,1
USR0948,59,Female,56.0,158.3,22.3,Moderate,1093,1694,Vegan,Hills,Underweight,Gluten,No leafy,1
USR0949,36,Male,68.8,163.6,25.7,Sedentary,1536,1843,Vegetarian,Mountain,Diabetes,None,Likes all,3
USR0950,40,Male,64.1,176.0,20.7,Heavy,1546,2667,Non-Vegetarian,Hills,None,None,No bitter,2
USR0951,26,Male,64.1,157.8,25.7,Moderate,1502,2328,Vegan,Hills,None,None,Prefers cooked,3
USR0952,44,Female,62.3,145.5,29.4,Moderate,1151,1784,Non-Vegetarian,Terai,None,None,No bitter,2
USR0953,6,Male,56.7,157.7,22.8,Sedentary,1528,1834,Non-Vegetarian,Hills,None,None,Likes all,3
USR0954,65,Female,45.0,150.0,20.0,Moderate,902,1398,Non-Vegetarian,Terai,None,None,No bitter,1
USR0955,23,Male,62.7,161.4,24.1,Moderate,1526,2365,Non-Vegetarian,Hills,Hypertension,Milk,No leafy,2
USR0956,63,Female,62.4,154.6,26.1,Moderate,1114,1727,Vegan,Mountain,Obesity,None,No bitter,3
USR0957,23,Male,81.5,162.9,30.7,Moderate,1723,2671,Non-Vegetarian,Hills,None,None,No leafy,2
USR0958,16,Male,70.6,183.7,20.9,Sedentary,1779,2135,Non-Vegetarian,Mountain,Obesity,None,No bitter,2
USR0959,55,Female,35.6,145.0,16.9,Moderate,826,1280,Non-Vegetarian,Terai,None,Nuts,Likes all,2
USR0960,49,Female,48.3,172.0,16.3,Heavy,1152,1987,Non-Vegetarian,Hills,Celiac,None,No bitter,3
USR0961,43,Male,58.4,165.2,21.4,Moderate,1406,2179,Vegetarian,Hills,None,None,No bitter,3
USR0962,11,Male,61.0,165.1,22.4,Moderate,1592,2468,Vegetarian,Terai,Diabetes,None,No bitter,2
USR0963,16,Male,60.7,160.7,23.5,Moderate,1536,2381,Non-Vegetarian,Mountain,None,Milk,Prefers cooked,1
USR0964,50,Female,54.1,164.5,20.0,Heavy,1158,1998,Non-Vegetarian,Hills,None,Milk,No bitter,3
USR0965,27,Female,41.5,149.9,18.5,Moderate,1056,1637,Vegan,Terai,Celiac,None,No bitter,1
USR0966,75,Female,56.4,159.7,22.1,Moderate,1026,1590,Vegan,Hills,Underweight,None,No leafy,2
USR0967,22,Male,46.8,163.0,17.6,Moderate,1382,2142,Non-Vegetarian,Hills,Anaemia,Gluten,No leafy,2
USR0968,8,Female,55.8,153.2,23.8,Heavy,1314,2267,Vegetarian,Terai,Lactose Intolerance,Milk,Prefers cooked,3
USR0969,21,Female,40.0,143.7,19.4,Moderate,1032,1600,Vegetarian,Hills,None,Fish,Likes all,2
USR0970,11,Female,60.2,156.8,24.5,Sedentary,1366,1639,Non-Vegetarian,Mountain,None,Milk,No leafy,2
USR0971,20,Male,61.1,153.0,26.1,Sedentary,1472,1766,Non-Vegetarian,Mountain,None,Gluten,Prefers cooked,1
USR0972,43,Male,51.0,155.8,21.0,Sedentary,1274,1529,Non-Vegetarian,Mountain,None,None,Likes all,1
USR0973,20,Male,54.5,164.3,20.2,Sedentary,1477,1772,Non-Vegetarian,Terai,Underweight,Gluten,No leafy,1
USR0974,43,Male,38.5,177.9,12.2,Moderate,1287,1995,Vegan,Hills,Lactose Intolerance,Gluten,Likes all,2
USR0975,7,Male,69.4,178.6,21.8,Moderate,1780,2759,Non-Vegetarian,Mountain,Underweight,None,No leafy,2
USR0976,42,Female,42.7,138.6,22.2,Heavy,922,1590,Non-Vegetarian,Hills,Anaemia,Fish,Likes all,2
USR0977,59,Female,58.4,158.6,23.2,Sedentary,1119,1343,Vegan,Hills,None,Milk,Likes all,3
USR0978,10,Female,61.1,150.4,27.0,Moderate,1340,2077,Non-Vegetarian,Hills,Diabetes,None,Prefers cooked,2
USR0979,49,Male,72.0,159.4,28.3,Sedentary,1476,1771,Non-Vegetarian,Terai,Hypertension,Nuts,No leafy,1
USR0980,43,Female,57.0,152.8,24.4,Heavy,1149,1982,Non-Vegetarian,Hills,Lactose Intolerance,None,No bitter,1
USR0981,49,Female,39.4,147.3,18.2,Sedentary,909,1091,Vegetarian,Terai,None,None,Likes all,1
USR0982,65,Female,51.1,158.5,20.3,Moderate,1016,1575,Vegetarian,Terai,Anaemia,Fish,Likes all,1
USR0983,19,Female,68.6,156.7,27.9,Heavy,1409,2431,Non-Vegetarian,Mountain,Celiac,None,Prefers cooked,2
USR0984,62,Male,40.4,181.7,12.2,Moderate,1235,1914,Non-Vegetarian,Hills,Obesity,Gluten,No bitter,1
USR0985,25,Male,50.8,168.9,17.8,Moderate,1444,2238,Vegetarian,Mountain,None,None,Prefers cooked,1
USR0986,5,Male,55.5,171.3,18.9,Sedentary,1606,1927,Non-Vegetarian,Terai,Celiac,Gluten,Prefers cooked,1
USR0987,69,Female,46.5,161.8,17.8,Moderate,970,1504,Vegetarian,Hills,Anaemia,Fish,Likes all,3
USR0988,21,Male,63.7,158.4,25.4,Sedentary,1527,1832,Non-Vegetarian,Terai,None,Nuts,Likes all,1
USR0989,37,Female,47.5,158.2,19.0,Moderate,1118,1733,Non-Vegetarian,Terai,Underweight,None,No bitter,2
USR0990,74,Male,60.4,161.3,23.2,Heavy,1247,2151,Non-Vegetarian,Terai,None,Nuts,No leafy,2
USR0991,47,Male,64.7,163.2,24.3,Moderate,1437,2227,Vegan,Hills,Celiac,None,Prefers cooked,2
USR0992,9,Male,59.8,167.5,21.3,Heavy,1605,2769,Vegan,Mountain,None,Gluten,Prefers cooked,2
USR0993,18,Male,73.6,167.1,26.4,Moderate,1695,2627,Non-Vegetarian,Hills,Diabetes,None,Likes all,1
USR0994,30,Male,42.6,161.6,16.3,Sedentary,1291,1549,Vegan,Hills,None,Fish,No leafy,1
USR0995,59,Female,49.8,152.9,21.3,Sedentary,998,1198,Vegan,Hills,Hypertension,None,No bitter,2
USR0996,35,Male,63.5,175.6,20.6,Moderate,1562,2421,Non-Vegetarian,Mountain,Lactose Intolerance,None,Likes all,1
USR0997,14,Male,72.1,168.0,25.5,Moderate,1706,2644,Vegetarian,Hills,Hypertension,None,No bitter,1
USR0998,66,Female,46.8,145.4,22.1,Sedentary,886,1063,Non-Vegetarian,Mountain,None,Gluten,No bitter,1
USR0999,43,Female,68.6,149.6,30.7,Moderate,1245,1930,Non-Vegetarian,Mountain,Diabetes,Nuts,Likes all,1
USR1000,57,Female,50.5,144.6,24.2,Moderate,963,1493,Vegetarian,Terai,None,None,No bitter,3
